algorithm,implementation,size,run,time_in_ms
quicksort,js,very_large,20,954.300000
quicksort,js,very_large,21,959.300000
quicksort,js,very_large,22,960.500000
quicksort,js,very_large,23,959.400000
quicksort,js,very_large,24,955.000000
quicksort,js,very_large,25,958.200000
quicksort,js,very_large,26,955.900000
quicksort,js,very_large,27,955.200000
quicksort,js,very_large,28,956.900000
quicksort,js,very_large,29,958.200000
quicksort,js,very_large,30,955.200000
quicksort,wasm,very_large,1,1113.600000
quicksort,wasm,very_large,2,1115.200000
quicksort,wasm,very_large,3,1120.600000
quicksort,wasm,very_large,4,1116.100000
quicksort,wasm,very_large,5,1162.700000
quicksort,wasm,very_large,6,1135.600000
quicksort,wasm,very_large,7,1116.500000
quicksort,wasm,very_large,8,1114.400000
quicksort,wasm,very_large,9,1113.700000
quicksort,wasm,very_large,10,1120.600000
quicksort,wasm,very_large,11,1123.200000
quicksort,wasm,very_large,12,1116.300000
quicksort,wasm,very_large,13,1111.900000
quicksort,wasm,very_large,14,1117.500000
quicksort,wasm,very_large,15,1116.400000
quicksort,wasm,very_large,16,1111.000000
quicksort,wasm,very_large,17,1108.200000
quicksort,wasm,very_large,18,1122.500000
quicksort,wasm,very_large,19,1119.800000
quicksort,wasm,very_large,20,1113.600000
quicksort,wasm,very_large,21,1112.500000
quicksort,wasm,very_large,22,1113.700000
quicksort,wasm,very_large,23,1112.200000
quicksort,wasm,very_large,24,1119.000000
quicksort,wasm,very_large,25,1116.600000
quicksort,wasm,very_large,26,1112.800000
quicksort,wasm,very_large,27,1110.600000
quicksort,wasm,very_large,28,1110.100000
quicksort,wasm,very_large,29,1107.400000
quicksort,wasm,very_large,30,1113.200000
bfs,js,small,1,0.000000
bfs,js,small,2,0.000000
bfs,js,small,3,0.000000
bfs,js,small,4,0.000000
bfs,js,small,5,0.000000
bfs,js,small,6,0.000000
bfs,js,small,7,0.000000
bfs,js,small,8,0.100000
bfs,js,small,9,0.000000
bfs,js,small,10,0.000000
bfs,js,small,11,0.000000
bfs,js,small,12,0.000000
bfs,js,small,13,0.000000
bfs,js,small,14,0.100000
bfs,js,small,15,0.000000
bfs,js,small,16,0.000000
bfs,js,small,17,0.000000
bfs,js,small,18,0.000000
bfs,js,small,19,0.000000
bfs,js,small,20,0.000000
bfs,js,small,21,0.000000
bfs,js,small,22,0.000000
bfs,js,small,23,0.100000
bfs,js,small,24,0.000000
bfs,js,small,25,0.000000
bfs,js,small,26,0.100000
bfs,js,small,27,0.000000
bfs,js,small,28,0.000000
bfs,js,small,29,0.000000
bfs,js,small,30,0.000000
bfs,wasm,small,1,0.000000
bfs,wasm,small,2,0.000000
bfs,wasm,small,3,0.100000
bfs,wasm,small,4,0.000000
bfs,wasm,small,5,0.000000
bfs,wasm,small,6,0.000000
bfs,wasm,small,7,0.000000
bfs,wasm,small,8,0.000000
bfs,wasm,small,9,0.000000
bfs,wasm,small,10,0.000000
bfs,wasm,small,11,0.000000
bfs,wasm,small,12,0.000000
bfs,wasm,small,13,0.000000
bfs,wasm,small,14,0.000000
bfs,wasm,small,15,0.100000
bfs,wasm,small,16,0.000000
bfs,wasm,small,17,0.000000
bfs,wasm,small,18,0.000000
bfs,wasm,small,19,0.000000
bfs,wasm,small,20,0.000000
bfs,wasm,small,21,0.000000
bfs,wasm,small,22,0.000000
bfs,wasm,small,23,0.000000
bfs,wasm,small,24,0.000000
bfs,wasm,small,25,0.000000
bfs,wasm,small,26,0.000000
bfs,wasm,small,27,0.000000
bfs,wasm,small,28,0.000000
bfs,wasm,small,29,0.100000
bfs,wasm,small,30,0.000000
bfs,js,medium,1,0.900000
bfs,js,medium,2,0.300000
bfs,js,medium,3,0.400000
bfs,js,medium,4,0.100000
bfs,js,medium,5,0.100000
bfs,js,medium,6,0.200000
bfs,js,medium,7,0.200000
bfs,js,medium,8,0.100000
bfs,js,medium,9,0.200000
bfs,js,medium,10,0.200000
bfs,js,medium,11,0.100000
bfs,js,medium,12,0.200000
bfs,js,medium,13,0.100000
bfs,js,medium,14,0.200000
bfs,js,medium,15,0.200000
bfs,js,medium,16,0.100000
bfs,js,medium,17,0.200000
bfs,js,medium,18,0.100000
bfs,js,medium,19,0.200000
bfs,js,medium,20,0.100000
bfs,js,medium,21,0.200000
bfs,js,medium,22,0.100000
bfs,js,medium,23,0.100000
bfs,js,medium,24,0.200000
bfs,js,medium,25,0.100000
bfs,js,medium,26,0.200000
bfs,js,medium,27,0.200000
bfs,js,medium,28,0.200000
bfs,js,medium,29,0.100000
bfs,js,medium,30,0.200000
bfs,wasm,medium,1,0.400000
bfs,wasm,medium,2,0.600000
bfs,wasm,medium,3,0.400000
bfs,wasm,medium,4,0.300000
bfs,wasm,medium,5,0.500000
bfs,wasm,medium,6,0.100000
bfs,wasm,medium,7,0.200000
bfs,wasm,medium,8,0.300000
bfs,wasm,medium,9,0.100000
bfs,wasm,medium,10,0.100000
bfs,wasm,medium,11,0.200000
bfs,wasm,medium,12,0.200000
bfs,wasm,medium,13,0.100000
bfs,wasm,medium,14,0.200000
bfs,wasm,medium,15,0.300000
bfs,wasm,medium,16,0.100000
bfs,wasm,medium,17,0.400000
bfs,wasm,medium,18,0.200000
bfs,wasm,medium,19,0.200000
bfs,wasm,medium,20,0.200000
bfs,wasm,medium,21,0.200000
bfs,wasm,medium,22,0.100000
bfs,wasm,medium,23,0.200000
bfs,wasm,medium,24,0.400000
bfs,wasm,medium,25,0.200000
bfs,wasm,medium,26,0.200000
bfs,wasm,medium,27,0.200000
bfs,wasm,medium,28,0.100000
bfs,wasm,medium,29,0.100000
bfs,wasm,medium,30,0.300000
bfs,js,large,1,1.700000
bfs,js,large,2,2.200000
bfs,js,large,3,1.800000
bfs,js,large,4,1.800000
bfs,js,large,5,1.800000
bfs,js,large,6,1.800000
bfs,js,large,7,2.600000
bfs,js,large,8,1.800000
bfs,js,large,9,1.800000
bfs,js,large,10,1.800000
bfs,js,large,11,1.800000
bfs,js,large,12,2.100000
bfs,js,large,13,2.100000
bfs,js,large,14,2.100000
bfs,js,large,15,2.200000
bfs,js,large,16,2.000000
bfs,js,large,17,2.200000
bfs,js,large,18,2.000000
bfs,js,large,19,2.100000
bfs,js,large,20,1.800000
bfs,js,large,21,1.800000
bfs,js,large,22,1.800000
bfs,js,large,23,1.800000
bfs,js,large,24,1.700000
bfs,js,large,25,1.700000
bfs,js,large,26,1.900000
bfs,js,large,27,1.800000
bfs,js,large,28,2.100000
bfs,js,large,29,1.800000
bfs,js,large,30,1.800000
bfs,wasm,large,1,2.500000
bfs,wasm,large,2,2.100000
bfs,wasm,large,3,2.000000
bfs,wasm,large,4,1.900000
bfs,wasm,large,5,2.000000
bfs,wasm,large,6,1.900000
bfs,wasm,large,7,1.900000
bfs,wasm,large,8,2.100000
bfs,wasm,large,9,2.100000
bfs,wasm,large,10,1.900000
bfs,wasm,large,11,1.900000
bfs,wasm,large,12,2.200000
bfs,wasm,large,13,2.000000
bfs,wasm,large,14,1.900000
bfs,wasm,large,15,1.900000
bfs,wasm,large,16,1.800000
bfs,wasm,large,17,2.000000
bfs,wasm,large,18,2.100000
bfs,wasm,large,19,1.900000
bfs,wasm,large,20,1.900000
bfs,wasm,large,21,2.200000
bfs,wasm,large,22,2.500000
bfs,wasm,large,23,2.600000
bfs,wasm,large,24,2.300000
bfs,wasm,large,25,1.900000
bfs,wasm,large,26,1.900000
bfs,wasm,large,27,2.300000
bfs,wasm,large,28,2.100000
bfs,wasm,large,29,1.900000
bfs,wasm,large,30,1.900000
bfs,js,very_large,1,67.800000
bfs,js,very_large,2,70.400000
bfs,js,very_large,3,78.700000
bfs,js,very_large,4,76.800000
bfs,js,very_large,5,75.400000
bfs,js,very_large,6,72.800000
bfs,js,very_large,7,75.500000
bfs,js,very_large,8,80.100000
bfs,js,very_large,9,78.400000
bfs,js,very_large,10,82.700000
bfs,js,very_large,11,76.200000
bfs,js,very_large,12,79.100000
bfs,js,very_large,13,72.600000
bfs,js,very_large,14,88.000000
bfs,js,very_large,15,77.900000
bfs,js,very_large,16,68.800000
bfs,js,very_large,17,75.000000
bfs,js,very_large,18,67.900000
bfs,js,very_large,19,75.800000
bfs,js,very_large,20,67.700000
bfs,js,very_large,21,66.200000
bfs,js,very_large,22,71.400000
bfs,js,very_large,23,76.400000
bfs,js,very_large,24,67.800000
bfs,js,very_large,25,59.900000
bfs,js,very_large,26,63.300000
bfs,js,very_large,27,63.300000
bfs,js,very_large,28,78.300000
bfs,js,very_large,29,71.200000
bfs,js,very_large,30,76.800000
bfs,wasm,very_large,1,63.700000
bfs,wasm,very_large,2,68.200000
bfs,wasm,very_large,3,64.900000
bfs,wasm,very_large,4,65.600000
bfs,wasm,very_large,5,59.100000
bfs,wasm,very_large,6,56.900000
bfs,wasm,very_large,7,68.600000
bfs,wasm,very_large,8,65.600000
bfs,wasm,very_large,9,68.000000
bfs,wasm,very_large,10,63.300000
bfs,wasm,very_large,11,64.800000
bfs,wasm,very_large,12,59.000000
bfs,wasm,very_large,13,53.000000
bfs,wasm,very_large,14,76.900000
bfs,wasm,very_large,15,70.100000
bfs,wasm,very_large,16,68.500000
bfs,wasm,very_large,17,54.900000
bfs,wasm,very_large,18,56.600000
bfs,wasm,very_large,19,65.800000
bfs,wasm,very_large,20,55.600000
bfs,wasm,very_large,21,62.000000
bfs,wasm,very_large,22,60.800000
bfs,wasm,very_large,23,50.400000
bfs,wasm,very_large,24,67.200000
bfs,wasm,very_large,25,54.700000
bfs,wasm,very_large,26,58.700000
bfs,wasm,very_large,27,59.200000
bfs,wasm,very_large,28,54.400000
bfs,wasm,very_large,29,55.700000
bfs,wasm,very_large,30,59.800000
dijkstra,js,small,1,0.300000
dijkstra,js,small,2,0.200000
dijkstra,js,small,3,0.300000
dijkstra,js,small,4,1.400000
dijkstra,js,small,5,0.200000
dijkstra,js,small,6,0.200000
dijkstra,js,small,7,0.200000
dijkstra,js,small,8,0.300000
dijkstra,js,small,9,0.200000
dijkstra,js,small,10,0.200000
dijkstra,js,small,11,0.300000
dijkstra,js,small,12,0.100000
dijkstra,js,small,13,0.200000
dijkstra,js,small,14,0.300000
dijkstra,js,small,15,0.200000
dijkstra,js,small,16,0.200000
dijkstra,js,small,17,0.200000
dijkstra,js,small,18,1.000000
dijkstra,js,small,19,0.200000
dijkstra,js,small,20,0.300000
dijkstra,js,small,21,0.100000
dijkstra,js,small,22,0.200000
dijkstra,js,small,23,0.200000
dijkstra,js,small,24,0.100000
dijkstra,js,small,25,0.100000
dijkstra,js,small,26,0.200000
dijkstra,js,small,27,0.100000
dijkstra,js,small,28,0.100000
dijkstra,js,small,29,0.200000
dijkstra,js,small,30,0.200000
dijkstra,wasm,small,1,0.200000
dijkstra,wasm,small,2,0.100000
dijkstra,wasm,small,3,0.100000
dijkstra,wasm,small,4,0.100000
dijkstra,wasm,small,5,0.200000
dijkstra,wasm,small,6,0.000000
dijkstra,wasm,small,7,0.200000
dijkstra,wasm,small,8,0.100000
dijkstra,wasm,small,9,0.100000
dijkstra,wasm,small,10,0.100000
dijkstra,wasm,small,11,0.100000
dijkstra,wasm,small,12,0.200000
dijkstra,wasm,small,13,0.100000
dijkstra,wasm,small,14,0.000000
dijkstra,wasm,small,15,0.200000
dijkstra,wasm,small,16,0.200000
dijkstra,wasm,small,17,0.100000
dijkstra,wasm,small,18,0.100000
dijkstra,wasm,small,19,0.100000
dijkstra,wasm,small,20,0.200000
dijkstra,wasm,small,21,0.000000
dijkstra,wasm,small,22,0.100000
dijkstra,wasm,small,23,0.200000
dijkstra,wasm,small,24,0.100000
dijkstra,wasm,small,25,0.200000
dijkstra,wasm,small,26,0.100000
dijkstra,wasm,small,27,0.100000
dijkstra,wasm,small,28,0.100000
dijkstra,wasm,small,29,0.100000
dijkstra,wasm,small,30,0.100000
dijkstra,js,medium,1,1.900000
dijkstra,js,medium,2,2.000000
dijkstra,js,medium,3,2.000000
dijkstra,js,medium,4,2.000000
dijkstra,js,medium,5,1.900000
dijkstra,js,medium,6,1.700000
dijkstra,js,medium,7,1.800000
dijkstra,js,medium,8,2.200000
dijkstra,js,medium,9,1.800000
dijkstra,js,medium,10,1.800000
dijkstra,js,medium,11,1.900000
dijkstra,js,medium,12,2.000000
dijkstra,js,medium,13,2.600000
