algorithm,implementation,size,run,time_in_ms
quicksort,js,medium,30,8.000000
quicksort,wasm,medium,1,6.000000
quicksort,wasm,medium,2,6.000000
quicksort,wasm,medium,3,6.000000
quicksort,wasm,medium,4,5.000000
quicksort,wasm,medium,5,7.000000
quicksort,wasm,medium,6,6.000000
quicksort,wasm,medium,7,6.000000
quicksort,wasm,medium,8,6.000000
quicksort,wasm,medium,9,6.000000
quicksort,wasm,medium,10,6.000000
quicksort,wasm,medium,11,6.000000
quicksort,wasm,medium,12,7.000000
quicksort,wasm,medium,13,6.000000
quicksort,wasm,medium,14,5.000000
quicksort,wasm,medium,15,6.000000
quicksort,wasm,medium,16,6.000000
quicksort,wasm,medium,17,6.000000
quicksort,wasm,medium,18,6.000000
quicksort,wasm,medium,19,6.000000
quicksort,wasm,medium,20,5.000000
quicksort,wasm,medium,21,7.000000
quicksort,wasm,medium,22,5.000000
quicksort,wasm,medium,23,6.000000
quicksort,wasm,medium,24,6.000000
quicksort,wasm,medium,25,6.000000
quicksort,wasm,medium,26,6.000000
quicksort,wasm,medium,27,6.000000
quicksort,wasm,medium,28,6.000000
quicksort,wasm,medium,29,6.000000
quicksort,wasm,medium,30,6.000000
mergesort,js,large,1,155.000000
mergesort,js,large,2,153.000000
mergesort,js,large,3,155.000000
mergesort,js,large,4,160.000000
mergesort,js,large,5,154.000000
mergesort,js,large,6,156.000000
mergesort,js,large,7,156.000000
mergesort,js,large,8,156.000000
mergesort,js,large,9,155.000000
mergesort,js,large,10,153.000000
mergesort,js,large,11,156.000000
mergesort,js,large,12,155.000000
mergesort,js,large,13,156.000000
mergesort,js,large,14,154.000000
mergesort,js,large,15,159.000000
mergesort,js,large,16,155.000000
mergesort,js,large,17,154.000000
mergesort,js,large,18,154.000000
mergesort,js,large,19,155.000000
mergesort,js,large,20,156.000000
mergesort,js,large,21,153.000000
mergesort,js,large,22,156.000000
mergesort,js,large,23,154.000000
mergesort,js,large,24,156.000000
mergesort,js,large,25,154.000000
mergesort,js,large,26,155.000000
mergesort,js,large,27,155.000000
mergesort,js,large,28,154.000000
mergesort,js,large,29,154.000000
mergesort,js,large,30,156.000000
mergesort,wasm,large,1,84.000000
mergesort,wasm,large,2,83.000000
mergesort,wasm,large,3,82.000000
mergesort,wasm,large,4,84.000000
mergesort,wasm,large,5,83.000000
mergesort,wasm,large,6,84.000000
mergesort,wasm,large,7,84.000000
mergesort,wasm,large,8,84.000000
mergesort,wasm,large,9,83.000000
mergesort,wasm,large,10,84.000000
mergesort,wasm,large,11,83.000000
mergesort,wasm,large,12,83.000000
mergesort,wasm,large,13,84.000000
mergesort,wasm,large,14,84.000000
mergesort,wasm,large,15,84.000000
mergesort,wasm,large,16,84.000000
mergesort,wasm,large,17,83.000000
mergesort,wasm,large,18,84.000000
mergesort,wasm,large,19,82.000000
mergesort,wasm,large,20,84.000000
mergesort,wasm,large,21,85.000000
mergesort,wasm,large,22,84.000000
mergesort,wasm,large,23,84.000000
mergesort,wasm,large,24,85.000000
mergesort,wasm,large,25,83.000000
mergesort,wasm,large,26,85.000000
mergesort,wasm,large,27,83.000000
mergesort,wasm,large,28,84.000000
mergesort,wasm,large,29,83.000000
mergesort,wasm,large,30,85.000000
quicksort,js,large,1,95.000000
quicksort,js,large,2,94.000000
quicksort,js,large,3,93.000000
quicksort,js,large,4,94.000000
quicksort,js,large,5,95.000000
quicksort,js,large,6,95.000000
quicksort,js,large,7,95.000000
quicksort,js,large,8,96.000000
quicksort,js,large,9,94.000000
quicksort,js,large,10,93.000000
quicksort,js,large,11,96.000000
quicksort,js,large,12,94.000000
quicksort,js,large,13,95.000000
quicksort,js,large,14,96.000000
quicksort,js,large,15,94.000000
quicksort,js,large,16,94.000000
quicksort,js,large,17,95.000000
quicksort,js,large,18,94.000000
quicksort,js,large,19,96.000000
quicksort,js,large,20,93.000000
quicksort,js,large,21,97.000000
quicksort,js,large,22,96.000000
quicksort,js,large,23,94.000000
quicksort,js,large,24,96.000000
quicksort,js,large,25,93.000000
quicksort,js,large,26,94.000000
quicksort,js,large,27,94.000000
quicksort,js,large,28,95.000000
quicksort,js,large,29,94.000000
quicksort,js,large,30,94.000000
quicksort,wasm,large,1,72.000000
quicksort,wasm,large,2,71.000000
quicksort,wasm,large,3,70.000000
quicksort,wasm,large,4,71.000000
quicksort,wasm,large,5,71.000000
quicksort,wasm,large,6,72.000000
quicksort,wasm,large,7,71.000000
quicksort,wasm,large,8,70.000000
quicksort,wasm,large,9,72.000000
quicksort,wasm,large,10,71.000000
quicksort,wasm,large,11,71.000000
quicksort,wasm,large,12,71.000000
quicksort,wasm,large,13,72.000000
quicksort,wasm,large,14,71.000000
quicksort,wasm,large,15,72.000000
quicksort,wasm,large,16,71.000000
quicksort,wasm,large,17,72.000000
quicksort,wasm,large,18,70.000000
quicksort,wasm,large,19,71.000000
quicksort,wasm,large,20,71.000000
quicksort,wasm,large,21,71.000000
quicksort,wasm,large,22,71.000000
quicksort,wasm,large,23,71.000000
quicksort,wasm,large,24,72.000000
quicksort,wasm,large,25,72.000000
quicksort,wasm,large,26,72.000000
quicksort,wasm,large,27,70.000000
quicksort,wasm,large,28,71.000000
quicksort,wasm,large,29,71.000000
quicksort,wasm,large,30,71.000000
mergesort,js,very_large,1,1795.000000
mergesort,js,very_large,2,1790.000000
mergesort,js,very_large,3,1792.000000
mergesort,js,very_large,4,1792.000000
mergesort,js,very_large,5,1793.000000
mergesort,js,very_large,6,1786.000000
mergesort,js,very_large,7,1791.000000
mergesort,js,very_large,8,1796.000000
mergesort,js,very_large,9,1789.000000
mergesort,js,very_large,10,1784.000000
mergesort,js,very_large,11,1790.000000
mergesort,js,very_large,12,1787.000000
mergesort,js,very_large,13,1792.000000
mergesort,js,very_large,14,1786.000000
mergesort,js,very_large,15,1819.000000
mergesort,js,very_large,16,1787.000000
mergesort,js,very_large,17,1791.000000
mergesort,js,very_large,18,1789.000000
mergesort,js,very_large,19,1804.000000
mergesort,js,very_large,20,1787.000000
mergesort,js,very_large,21,1789.000000
mergesort,js,very_large,22,1792.000000
mergesort,js,very_large,23,1789.000000
mergesort,js,very_large,24,1788.000000
mergesort,js,very_large,25,1793.000000
mergesort,js,very_large,26,1789.000000
mergesort,js,very_large,27,1791.000000
mergesort,js,very_large,28,1792.000000
mergesort,js,very_large,29,1787.000000
mergesort,js,very_large,30,1794.000000
mergesort,wasm,very_large,1,971.000000
mergesort,wasm,very_large,2,968.000000
mergesort,wasm,very_large,3,968.000000
mergesort,wasm,very_large,4,970.000000
mergesort,wasm,very_large,5,971.000000
mergesort,wasm,very_large,6,969.000000
mergesort,wasm,very_large,7,970.000000
mergesort,wasm,very_large,8,972.000000
mergesort,wasm,very_large,9,972.000000
mergesort,wasm,very_large,10,970.000000
mergesort,wasm,very_large,11,971.000000
mergesort,wasm,very_large,12,972.000000
mergesort,wasm,very_large,13,968.000000
mergesort,wasm,very_large,14,974.000000
mergesort,wasm,very_large,15,972.000000
mergesort,wasm,very_large,16,973.000000
mergesort,wasm,very_large,17,970.000000
mergesort,wasm,very_large,18,972.000000
mergesort,wasm,very_large,19,968.000000
mergesort,wasm,very_large,20,970.000000
mergesort,wasm,very_large,21,972.000000
mergesort,wasm,very_large,22,971.000000
mergesort,wasm,very_large,23,973.000000
mergesort,wasm,very_large,24,971.000000
mergesort,wasm,very_large,25,970.000000
mergesort,wasm,very_large,26,972.000000
mergesort,wasm,very_large,27,972.000000
mergesort,wasm,very_large,28,952.000000
mergesort,wasm,very_large,29,970.000000
mergesort,wasm,very_large,30,973.000000
quicksort,js,very_large,1,1098.000000
quicksort,js,very_large,2,1098.000000
quicksort,js,very_large,3,1100.000000
quicksort,js,very_large,4,1099.000000
quicksort,js,very_large,5,1100.000000
quicksort,js,very_large,6,1095.000000
quicksort,js,very_large,7,1099.000000
quicksort,js,very_large,8,1095.000000
quicksort,js,very_large,9,1097.000000
quicksort,js,very_large,10,1100.000000
quicksort,js,very_large,11,1099.000000
quicksort,js,very_large,12,1094.000000
quicksort,js,very_large,13,1094.000000
quicksort,js,very_large,14,1098.000000
quicksort,js,very_large,15,1100.000000
quicksort,js,very_large,16,1100.000000
quicksort,js,very_large,17,1098.000000
quicksort,js,very_large,18,1094.000000
quicksort,js,very_large,19,1096.000000
quicksort,js,very_large,20,1096.000000
quicksort,js,very_large,21,1098.000000
quicksort,js,very_large,22,1095.000000
quicksort,js,very_large,23,1098.000000
quicksort,js,very_large,24,1099.000000
quicksort,js,very_large,25,1098.000000
quicksort,js,very_large,26,1098.000000
quicksort,js,very_large,27,1097.000000
quicksort,js,very_large,28,1098.000000
quicksort,js,very_large,29,1098.000000
quicksort,js,very_large,30,1096.000000
quicksort,wasm,very_large,1,829.000000
quicksort,wasm,very_large,2,831.000000
quicksort,wasm,very_large,3,826.000000
quicksort,wasm,very_large,4,826.000000
quicksort,wasm,very_large,5,826.000000
quicksort,wasm,very_large,6,825.000000
quicksort,wasm,very_large,7,829.000000
quicksort,wasm,very_large,8,827.000000
quicksort,wasm,very_large,9,831.000000
quicksort,wasm,very_large,10,830.000000
quicksort,wasm,very_large,11,827.000000
quicksort,wasm,very_large,12,831.000000
quicksort,wasm,very_large,13,829.000000
quicksort,wasm,very_large,14,825.000000
quicksort,wasm,very_large,15,827.000000
quicksort,wasm,very_large,16,829.000000
quicksort,wasm,very_large,17,829.000000
quicksort,wasm,very_large,18,826.000000
quicksort,wasm,very_large,19,828.000000
quicksort,wasm,very_large,20,830.000000
quicksort,wasm,very_large,21,828.000000
quicksort,wasm,very_large,22,828.000000
quicksort,wasm,very_large,23,828.000000
quicksort,wasm,very_large,24,827.000000
quicksort,wasm,very_large,25,831.000000
quicksort,wasm,very_large,26,828.000000
quicksort,wasm,very_large,27,830.000000
quicksort,wasm,very_large,28,828.000000
quicksort,wasm,very_large,29,828.000000
quicksort,wasm,very_large,30,830.000000
bfs,js,small,1,0.000000
bfs,js,small,2,0.000000
bfs,js,small,3,0.000000
bfs,js,small,4,0.000000
bfs,js,small,5,0.000000
bfs,js,small,6,0.000000
bfs,js,small,7,0.000000
bfs,js,small,8,0.000000
bfs,js,small,9,0.000000
bfs,js,small,10,0.000000
bfs,js,small,11,0.000000
bfs,js,small,12,0.000000
bfs,js,small,13,0.000000
bfs,js,small,14,0.000000
bfs,js,small,15,0.000000
bfs,js,small,16,0.000000
bfs,js,small,17,0.000000
bfs,js,small,18,0.000000
bfs,js,small,19,0.000000
bfs,js,small,20,0.000000
bfs,js,small,21,0.000000
bfs,js,small,22,0.000000
bfs,js,small,23,0.000000
bfs,js,small,24,0.000000
bfs,js,small,25,0.000000
bfs,js,small,26,0.000000
bfs,js,small,27,0.000000
bfs,js,small,28,0.000000
bfs,js,small,29,0.000000
bfs,js,small,30,0.000000
bfs,wasm,small,1,0.000000
bfs,wasm,small,2,0.000000
bfs,wasm,small,3,0.000000
bfs,wasm,small,4,0.000000
bfs,wasm,small,5,0.000000
bfs,wasm,small,6,0.000000
bfs,wasm,small,7,0.000000
bfs,wasm,small,8,0.000000
bfs,wasm,small,9,0.000000
bfs,wasm,small,10,0.000000
bfs,wasm,small,11,0.000000
bfs,wasm,small,12,0.000000
bfs,wasm,small,13,0.000000
bfs,wasm,small,14,0.000000
bfs,wasm,small,15,0.000000
bfs,wasm,small,16,0.000000
bfs,wasm,small,17,0.000000
bfs,wasm,small,18,0.000000
bfs,wasm,small,19,0.000000
bfs,wasm,small,20,0.000000
bfs,wasm,small,21,0.000000
bfs,wasm,small,22,0.000000
bfs,wasm,small,23,0.000000
bfs,wasm,small,24,0.000000
bfs,wasm,small,25,0.000000
bfs,wasm,small,26,0.000000
bfs,wasm,small,27,0.000000
bfs,wasm,small,28,0.000000
bfs,wasm,small,29,0.000000
bfs,wasm,small,30,0.000000
bfs,js,medium,1,0.000000
bfs,js,medium,2,0.000000
bfs,js,medium,3,0.000000
bfs,js,medium,4,0.000000
bfs,js,medium,5,1.000000
bfs,js,medium,6,0.000000
bfs,js,medium,7,0.000000
bfs,js,medium,8,0.000000
bfs,js,medium,9,0.000000
bfs,js,medium,10,0.000000
bfs,js,medium,11,0.000000
bfs,js,medium,12,0.000000
bfs,js,medium,13,0.000000
bfs,js,medium,14,0.000000
bfs,js,medium,15,0.000000
bfs,js,medium,16,1.000000
bfs,js,medium,17,0.000000
bfs,js,medium,18,0.000000
bfs,js,medium,19,0.000000
bfs,js,medium,20,0.000000
bfs,js,medium,21,0.000000
bfs,js,medium,22,0.000000
bfs,js,medium,23,0.000000
bfs,js,medium,24,0.000000
bfs,js,medium,25,0.000000
bfs,js,medium,26,0.000000
bfs,js,medium,27,1.000000
bfs,js,medium,28,0.000000
bfs,js,medium,29,0.000000
bfs,js,medium,30,0.000000
bfs,wasm,medium,1,1.000000
bfs,wasm,medium,2,0.000000
bfs,wasm,medium,3,0.000000
bfs,wasm,medium,4,0.000000
bfs,wasm,medium,5,0.000000
bfs,wasm,medium,6,0.000000
bfs,wasm,medium,7,0.000000
bfs,wasm,medium,8,0.000000
bfs,wasm,medium,9,0.000000
bfs,wasm,medium,10,0.000000
bfs,wasm,medium,11,0.000000
bfs,wasm,medium,12,0.000000
bfs,wasm,medium,13,0.000000
bfs,wasm,medium,14,0.000000
bfs,wasm,medium,15,1.000000
bfs,wasm,medium,16,0.000000
bfs,wasm,medium,17,0.000000
bfs,wasm,medium,18,0.000000
bfs,wasm,medium,19,0.000000
bfs,wasm,medium,20,0.000000
bfs,wasm,medium,21,0.000000
bfs,wasm,medium,22,0.000000
bfs,wasm,medium,23,0.000000
bfs,wasm,medium,24,0.000000
bfs,wasm,medium,25,0.000000
bfs,wasm,medium,26,0.000000
bfs,wasm,medium,27,0.000000
bfs,wasm,medium,28,0.000000
bfs,wasm,medium,29,0.000000
bfs,wasm,medium,30,1.000000
bfs,js,large,1,1.000000
bfs,js,large,2,2.000000
bfs,js,large,3,1.000000
bfs,js,large,4,1.000000
bfs,js,large,5,2.000000
bfs,js,large,6,2.000000
bfs,js,large,7,1.000000
bfs,js,large,8,2.000000
bfs,js,large,9,1.000000
bfs,js,large,10,2.000000
bfs,js,large,11,1.000000
bfs,js,large,12,2.000000
bfs,js,large,13,1.000000
bfs,js,large,14,2.000000
bfs,js,large,15,1.000000
bfs,js,large,16,1.000000
bfs,js,large,17,3.000000
bfs,js,large,18,1.000000
bfs,js,large,19,1.000000
bfs,js,large,20,1.000000
bfs,js,large,21,3.000000
bfs,js,large,22,1.000000
bfs,js,large,23,1.000000
bfs,js,large,24,2.000000
bfs,js,large,25,1.000000
bfs,js,large,26,1.000000
bfs,js,large,27,2.000000
bfs,js,large,28,1.000000
bfs,js,large,29,2.000000
bfs,js,large,30,2.000000
bfs,wasm,large,1,1.000000
bfs,wasm,large,2,2.000000
bfs,wasm,large,3,2.000000
bfs,wasm,large,4,1.000000
bfs,wasm,large,5,1.000000
bfs,wasm,large,6,1.000000
bfs,wasm,large,7,3.000000
bfs,wasm,large,8,1.000000
bfs,wasm,large,9,1.000000
bfs,wasm,large,10,2.000000
bfs,wasm,large,11,1.000000
bfs,wasm,large,12,1.000000
bfs,wasm,large,13,2.000000
bfs,wasm,large,14,1.000000
bfs,wasm,large,15,1.000000
bfs,wasm,large,16,2.000000
bfs,wasm,large,17,2.000000
bfs,wasm,large,18,1.000000
bfs,wasm,large,19,1.000000
bfs,wasm,large,20,2.000000
bfs,wasm,large,21,1.000000
bfs,wasm,large,22,2.000000
bfs,wasm,large,23,1.000000
bfs,wasm,large,24,1.000000
bfs,wasm,large,25,2.000000
bfs,wasm,large,26,2.000000
bfs,wasm,large,27,1.000000
bfs,wasm,large,28,1.000000
bfs,wasm,large,29,1.000000
bfs,wasm,large,30,2.000000
bfs,js,very_large,1,30.000000
bfs,js,very_large,2,29.000000
bfs,js,very_large,3,28.000000
bfs,js,very_large,4,27.000000
bfs,js,very_large,5,28.000000
bfs,js,very_large,6,31.000000
bfs,js,very_large,7,28.000000
bfs,js,very_large,8,29.000000
bfs,js,very_large,9,32.000000
bfs,js,very_large,10,37.000000
bfs,js,very_large,11,33.000000
bfs,js,very_large,12,33.000000
bfs,js,very_large,13,33.000000
bfs,js,very_large,14,31.000000
bfs,js,very_large,15,34.000000
bfs,js,very_large,16,29.000000
bfs,js,very_large,17,30.000000
bfs,js,very_large,18,32.000000
bfs,js,very_large,19,32.000000
bfs,js,very_large,20,27.000000
bfs,js,very_large,21,27.000000
bfs,js,very_large,22,32.000000
bfs,js,very_large,23,28.000000
bfs,js,very_large,24,28.000000
bfs,js,very_large,25,30.000000
bfs,js,very_large,26,29.000000
bfs,js,very_large,27,28.000000
bfs,js,very_large,28,29.000000
bfs,js,very_large,29,30.000000
bfs,js,very_large,30,31.000000
bfs,wasm,very_large,1,29.000000
bfs,wasm,very_large,2,30.000000
bfs,wasm,very_large,3,29.000000
bfs,wasm,very_large,4,28.000000
bfs,wasm,very_large,5,26.000000
bfs,wasm,very_large,6,25.000000
bfs,wasm,very_large,7,26.000000
bfs,wasm,very_large,8,24.000000
bfs,wasm,very_large,9,25.000000
bfs,wasm,very_large,10,23.000000
bfs,wasm,very_large,11,25.000000
bfs,wasm,very_large,12,23.000000
bfs,wasm,very_large,13,25.000000
bfs,wasm,very_large,14,28.000000
bfs,wasm,very_large,15,31.000000
bfs,wasm,very_large,16,29.000000
bfs,wasm,very_large,17,28.000000
bfs,wasm,very_large,18,28.000000
bfs,wasm,very_large,19,29.000000
bfs,wasm,very_large,20,27.000000
bfs,wasm,very_large,21,29.000000
bfs,wasm,very_large,22,28.000000
bfs,wasm,very_large,23,25.000000
bfs,wasm,very_large,24,27.000000
bfs,wasm,very_large,25,26.000000
bfs,wasm,very_large,26,25.000000
bfs,wasm,very_large,27,25.000000
bfs,wasm,very_large,28,24.000000
bfs,wasm,very_large,29,24.000000
bfs,wasm,very_large,30,25.000000
dijkstra,js,small,1,0.000000
dijkstra,js,small,2,0.000000
dijkstra,js,small,3,0.000000
dijkstra,js,small,4,0.000000
dijkstra,js,small,5,1.000000
dijkstra,js,small,6,0.000000
dijkstra,js,small,7,0.000000
dijkstra,js,small,8,0.000000
dijkstra,js,small,9,0.000000
dijkstra,js,small,10,0.000000
dijkstra,js,small,11,1.000000
dijkstra,js,small,12,0.000000
dijkstra,js,small,13,0.000000
dijkstra,js,small,14,0.000000
dijkstra,js,small,15,0.000000
dijkstra,js,small,16,0.000000
dijkstra,js,small,17,0.000000
dijkstra,js,small,18,0.000000
dijkstra,js,small,19,0.000000
dijkstra,js,small,20,1.000000
dijkstra,js,small,21,0.000000
dijkstra,js,small,22,0.000000
dijkstra,js,small,23,0.000000
dijkstra,js,small,24,0.000000
dijkstra,js,small,25,1.000000
dijkstra,js,small,26,1.000000
dijkstra,js,small,27,0.000000
dijkstra,js,small,28,0.000000
dijkstra,js,small,29,0.000000
dijkstra,js,small,30,0.000000
dijkstra,wasm,small,1,1.000000
dijkstra,wasm,small,2,0.000000
dijkstra,wasm,small,3,0.000000
dijkstra,wasm,small,4,0.000000
dijkstra,wasm,small,5,0.000000
dijkstra,wasm,small,6,0.000000
dijkstra,wasm,small,7,0.000000
dijkstra,wasm,small,8,0.000000
dijkstra,wasm,small,9,0.000000
dijkstra,wasm,small,10,0.000000
dijkstra,wasm,small,11,0.000000
dijkstra,wasm,small,12,1.000000
dijkstra,wasm,small,13,0.000000
dijkstra,wasm,small,14,0.000000
dijkstra,wasm,small,15,0.000000
dijkstra,wasm,small,16,0.000000
dijkstra,wasm,small,17,0.000000
dijkstra,wasm,small,18,0.000000
dijkstra,wasm,small,19,0.000000
dijkstra,wasm,small,20,0.000000
dijkstra,wasm,small,21,0.000000
dijkstra,wasm,small,22,0.000000
dijkstra,wasm,small,23,0.000000
dijkstra,wasm,small,24,0.000000
dijkstra,wasm,small,25,0.000000
dijkstra,wasm,small,26,1.000000
dijkstra,wasm,small,27,0.000000
dijkstra,wasm,small,28,0.000000
dijkstra,wasm,small,29,0.000000
dijkstra,wasm,small,30,0.000000
dijkstra,js,medium,1,3.000000
dijkstra,js,medium,2,3.000000
dijkstra,js,medium,3,3.000000
dijkstra,js,medium,4,3.000000
dijkstra,js,medium,5,2.000000
dijkstra,js,medium,6,3.000000
dijkstra,js,medium,7,3.000000
dijkstra,js,medium,8,3.000000
dijkstra,js,medium,9,3.000000
dijkstra,js,medium,10,3.000000
dijkstra,js,medium,11,2.000000
dijkstra,js,medium,12,4.000000
dijkstra,js,medium,13,2.000000
dijkstra,js,medium,14,3.000000
dijkstra,js,medium,15,3.000000
