algorithm,implementation,size,run,time_in_ms
quicksort,js,small,19,0.100000
quicksort,js,small,20,0.100000
quicksort,js,small,21,0.000000
quicksort,js,small,22,0.000000
quicksort,js,small,23,0.000000
quicksort,js,small,24,0.100000
quicksort,js,small,25,0.000000
quicksort,js,small,26,0.100000
quicksort,js,small,27,0.000000
quicksort,js,small,28,0.000000
quicksort,js,small,29,0.100000
quicksort,js,small,30,0.000000
quicksort,wasm,small,1,0.100000
quicksort,wasm,small,2,0.000000
quicksort,wasm,small,3,0.000000
quicksort,wasm,small,4,0.100000
quicksort,wasm,small,5,0.000000
quicksort,wasm,small,6,0.100000
quicksort,wasm,small,7,0.000000
quicksort,wasm,small,8,0.100000
quicksort,wasm,small,9,0.000000
quicksort,wasm,small,10,0.000000
quicksort,wasm,small,11,0.000000
quicksort,wasm,small,12,0.100000
quicksort,wasm,small,13,0.100000
quicksort,wasm,small,14,0.000000
quicksort,wasm,small,15,0.000000
quicksort,wasm,small,16,0.100000
quicksort,wasm,small,17,0.100000
quicksort,wasm,small,18,0.000000
quicksort,wasm,small,19,0.000000
quicksort,wasm,small,20,0.000000
quicksort,wasm,small,21,0.100000
quicksort,wasm,small,22,0.000000
quicksort,wasm,small,23,0.100000
quicksort,wasm,small,24,0.000000
quicksort,wasm,small,25,0.100000
quicksort,wasm,small,26,0.000000
quicksort,wasm,small,27,0.000000
quicksort,wasm,small,28,0.100000
quicksort,wasm,small,29,0.000000
quicksort,wasm,small,30,0.000000
mergesort,js,medium,1,13.300000
mergesort,js,medium,2,13.300000
mergesort,js,medium,3,13.200000
mergesort,js,medium,4,13.200000
mergesort,js,medium,5,13.200000
mergesort,js,medium,6,13.200000
mergesort,js,medium,7,13.200000
mergesort,js,medium,8,13.100000
mergesort,js,medium,9,13.000000
mergesort,js,medium,10,13.200000
mergesort,js,medium,11,13.200000
mergesort,js,medium,12,13.000000
mergesort,js,medium,13,13.200000
mergesort,js,medium,14,13.200000
mergesort,js,medium,15,13.200000
mergesort,js,medium,16,13.200000
mergesort,js,medium,17,13.200000
mergesort,js,medium,18,13.100000
mergesort,js,medium,19,13.100000
mergesort,js,medium,20,13.100000
mergesort,js,medium,21,13.100000
mergesort,js,medium,22,13.200000
mergesort,js,medium,23,13.300000
mergesort,js,medium,24,13.300000
mergesort,js,medium,25,13.100000
mergesort,js,medium,26,13.200000
mergesort,js,medium,27,13.300000
mergesort,js,medium,28,13.100000
mergesort,js,medium,29,13.100000
mergesort,js,medium,30,13.100000
mergesort,wasm,medium,1,8.500000
mergesort,wasm,medium,2,8.600000
mergesort,wasm,medium,3,8.600000
mergesort,wasm,medium,4,8.500000
mergesort,wasm,medium,5,8.600000
mergesort,wasm,medium,6,8.700000
mergesort,wasm,medium,7,8.500000
mergesort,wasm,medium,8,8.500000
mergesort,wasm,medium,9,8.600000
mergesort,wasm,medium,10,8.600000
mergesort,wasm,medium,11,8.600000
mergesort,wasm,medium,12,8.500000
mergesort,wasm,medium,13,8.700000
mergesort,wasm,medium,14,8.600000
mergesort,wasm,medium,15,8.500000
mergesort,wasm,medium,16,8.600000
mergesort,wasm,medium,17,8.500000
mergesort,wasm,medium,18,8.700000
mergesort,wasm,medium,19,8.600000
mergesort,wasm,medium,20,8.600000
mergesort,wasm,medium,21,8.600000
mergesort,wasm,medium,22,8.600000
mergesort,wasm,medium,23,8.600000
mergesort,wasm,medium,24,8.700000
mergesort,wasm,medium,25,8.600000
mergesort,wasm,medium,26,8.600000
mergesort,wasm,medium,27,8.600000
mergesort,wasm,medium,28,8.600000
mergesort,wasm,medium,29,8.600000
mergesort,wasm,medium,30,8.600000
quicksort,js,medium,1,6.800000
quicksort,js,medium,2,6.800000
quicksort,js,medium,3,6.800000
quicksort,js,medium,4,6.800000
quicksort,js,medium,5,6.800000
quicksort,js,medium,6,6.900000
quicksort,js,medium,7,6.700000
quicksort,js,medium,8,6.800000
quicksort,js,medium,9,6.700000
quicksort,js,medium,10,6.900000
quicksort,js,medium,11,6.700000
quicksort,js,medium,12,6.800000
quicksort,js,medium,13,6.800000
quicksort,js,medium,14,6.700000
quicksort,js,medium,15,6.900000
quicksort,js,medium,16,6.800000
quicksort,js,medium,17,6.900000
quicksort,js,medium,18,6.700000
quicksort,js,medium,19,6.800000
quicksort,js,medium,20,6.600000
quicksort,js,medium,21,6.800000
quicksort,js,medium,22,6.800000
quicksort,js,medium,23,6.800000
quicksort,js,medium,24,6.800000
quicksort,js,medium,25,6.700000
quicksort,js,medium,26,6.900000
quicksort,js,medium,27,6.700000
quicksort,js,medium,28,6.800000
quicksort,js,medium,29,6.900000
quicksort,js,medium,30,6.800000
quicksort,wasm,medium,1,8.100000
quicksort,wasm,medium,2,8.100000
quicksort,wasm,medium,3,8.100000
quicksort,wasm,medium,4,8.100000
quicksort,wasm,medium,5,8.200000
quicksort,wasm,medium,6,8.000000
quicksort,wasm,medium,7,8.100000
quicksort,wasm,medium,8,8.200000
quicksort,wasm,medium,9,8.200000
quicksort,wasm,medium,10,8.100000
quicksort,wasm,medium,11,8.100000
quicksort,wasm,medium,12,8.100000
quicksort,wasm,medium,13,8.100000
quicksort,wasm,medium,14,8.100000
quicksort,wasm,medium,15,8.200000
quicksort,wasm,medium,16,7.900000
quicksort,wasm,medium,17,8.200000
quicksort,wasm,medium,18,8.000000
quicksort,wasm,medium,19,8.100000
quicksort,wasm,medium,20,8.100000
quicksort,wasm,medium,21,8.200000
quicksort,wasm,medium,22,8.100000
quicksort,wasm,medium,23,8.200000
quicksort,wasm,medium,24,8.100000
quicksort,wasm,medium,25,8.200000
quicksort,wasm,medium,26,8.200000
quicksort,wasm,medium,27,8.100000
quicksort,wasm,medium,28,8.300000
quicksort,wasm,medium,29,8.100000
quicksort,wasm,medium,30,8.100000
mergesort,js,large,1,156.700000
mergesort,js,large,2,156.300000
mergesort,js,large,3,156.000000
mergesort,js,large,4,156.500000
mergesort,js,large,5,156.700000
mergesort,js,large,6,155.400000
mergesort,js,large,7,155.700000
mergesort,js,large,8,154.900000
mergesort,js,large,9,155.700000
mergesort,js,large,10,155.500000
mergesort,js,large,11,155.300000
mergesort,js,large,12,155.500000
mergesort,js,large,13,155.900000
mergesort,js,large,14,155.800000
mergesort,js,large,15,155.900000
mergesort,js,large,16,156.100000
mergesort,js,large,17,156.500000
mergesort,js,large,18,156.100000
mergesort,js,large,19,156.000000
mergesort,js,large,20,156.000000
mergesort,js,large,21,155.900000
mergesort,js,large,22,155.600000
mergesort,js,large,23,159.400000
mergesort,js,large,24,155.600000
mergesort,js,large,25,156.100000
mergesort,js,large,26,155.600000
mergesort,js,large,27,156.200000
mergesort,js,large,28,156.000000
mergesort,js,large,29,155.800000
mergesort,js,large,30,156.700000
mergesort,wasm,large,1,99.100000
mergesort,wasm,large,2,99.600000
mergesort,wasm,large,3,99.700000
mergesort,wasm,large,4,99.300000
mergesort,wasm,large,5,99.600000
mergesort,wasm,large,6,99.500000
mergesort,wasm,large,7,99.600000
mergesort,wasm,large,8,99.600000
mergesort,wasm,large,9,99.000000
mergesort,wasm,large,10,99.400000
mergesort,wasm,large,11,99.500000
mergesort,wasm,large,12,99.800000
mergesort,wasm,large,13,99.600000
mergesort,wasm,large,14,99.400000
mergesort,wasm,large,15,99.700000
mergesort,wasm,large,16,99.800000
mergesort,wasm,large,17,99.700000
mergesort,wasm,large,18,99.500000
mergesort,wasm,large,19,99.900000
mergesort,wasm,large,20,99.500000
mergesort,wasm,large,21,99.800000
mergesort,wasm,large,22,100.000000
mergesort,wasm,large,23,99.700000
mergesort,wasm,large,24,99.600000
mergesort,wasm,large,25,99.600000
mergesort,wasm,large,26,99.700000
mergesort,wasm,large,27,99.300000
mergesort,wasm,large,28,99.700000
mergesort,wasm,large,29,99.400000
mergesort,wasm,large,30,99.100000
quicksort,js,large,1,81.100000
quicksort,js,large,2,80.900000
quicksort,js,large,3,80.800000
quicksort,js,large,4,81.200000
quicksort,js,large,5,81.200000
quicksort,js,large,6,81.000000
quicksort,js,large,7,81.200000
quicksort,js,large,8,81.000000
quicksort,js,large,9,80.700000
quicksort,js,large,10,81.100000
quicksort,js,large,11,81.200000
quicksort,js,large,12,81.300000
quicksort,js,large,13,81.200000
quicksort,js,large,14,81.100000
quicksort,js,large,15,81.200000
quicksort,js,large,16,81.200000
quicksort,js,large,17,81.000000
quicksort,js,large,18,81.000000
quicksort,js,large,19,81.100000
quicksort,js,large,20,80.700000
quicksort,js,large,21,81.200000
quicksort,js,large,22,81.100000
quicksort,js,large,23,81.100000
quicksort,js,large,24,80.700000
quicksort,js,large,25,80.700000
quicksort,js,large,26,81.100000
quicksort,js,large,27,81.100000
quicksort,js,large,28,81.200000
quicksort,js,large,29,81.200000
quicksort,js,large,30,80.800000
quicksort,wasm,large,1,98.000000
quicksort,wasm,large,2,96.400000
quicksort,wasm,large,3,96.600000
quicksort,wasm,large,4,96.900000
quicksort,wasm,large,5,97.000000
quicksort,wasm,large,6,97.000000
quicksort,wasm,large,7,96.800000
quicksort,wasm,large,8,96.900000
quicksort,wasm,large,9,96.600000
quicksort,wasm,large,10,96.900000
quicksort,wasm,large,11,96.500000
quicksort,wasm,large,12,96.700000
quicksort,wasm,large,13,97.100000
quicksort,wasm,large,14,96.900000
quicksort,wasm,large,15,96.900000
quicksort,wasm,large,16,96.700000
quicksort,wasm,large,17,97.200000
quicksort,wasm,large,18,96.900000
quicksort,wasm,large,19,97.000000
quicksort,wasm,large,20,97.100000
quicksort,wasm,large,21,97.000000
quicksort,wasm,large,22,96.900000
quicksort,wasm,large,23,96.900000
quicksort,wasm,large,24,96.800000
quicksort,wasm,large,25,97.000000
quicksort,wasm,large,26,97.000000
quicksort,wasm,large,27,96.900000
quicksort,wasm,large,28,96.800000
quicksort,wasm,large,29,96.900000
quicksort,wasm,large,30,96.800000
mergesort,js,very_large,1,1805.200000
mergesort,js,very_large,2,1805.100000
mergesort,js,very_large,3,1804.500000
mergesort,js,very_large,4,1803.600000
mergesort,js,very_large,5,1805.800000
mergesort,js,very_large,6,1810.400000
mergesort,js,very_large,7,1805.200000
mergesort,js,very_large,8,1805.100000
mergesort,js,very_large,9,1806.400000
mergesort,js,very_large,10,1806.200000
mergesort,js,very_large,11,1807.300000
mergesort,js,very_large,12,1805.600000
mergesort,js,very_large,13,1808.300000
mergesort,js,very_large,14,1801.500000
mergesort,js,very_large,15,1806.000000
mergesort,js,very_large,16,1805.500000
mergesort,js,very_large,17,1812.400000
mergesort,js,very_large,18,1811.900000
mergesort,js,very_large,19,1808.800000
mergesort,js,very_large,20,1807.600000
mergesort,js,very_large,21,1805.400000
mergesort,js,very_large,22,1804.100000
mergesort,js,very_large,23,1808.600000
mergesort,js,very_large,24,1803.900000
mergesort,js,very_large,25,1805.000000
mergesort,js,very_large,26,1806.700000
mergesort,js,very_large,27,1806.000000
mergesort,js,very_large,28,1807.800000
mergesort,js,very_large,29,1806.800000
mergesort,js,very_large,30,1810.300000
mergesort,wasm,very_large,1,1146.500000
mergesort,wasm,very_large,2,1149.400000
mergesort,wasm,very_large,3,1144.400000
mergesort,wasm,very_large,4,1144.800000
mergesort,wasm,very_large,5,1144.600000
mergesort,wasm,very_large,6,1145.100000
mergesort,wasm,very_large,7,1144.600000
mergesort,wasm,very_large,8,1145.500000
mergesort,wasm,very_large,9,1144.800000
mergesort,wasm,very_large,10,1146.500000
mergesort,wasm,very_large,11,1144.900000
mergesort,wasm,very_large,12,1145.400000
mergesort,wasm,very_large,13,1145.600000
mergesort,wasm,very_large,14,1144.500000
mergesort,wasm,very_large,15,1145.000000
mergesort,wasm,very_large,16,1145.800000
mergesort,wasm,very_large,17,1145.900000
mergesort,wasm,very_large,18,1145.100000
mergesort,wasm,very_large,19,1145.200000
mergesort,wasm,very_large,20,1145.100000
mergesort,wasm,very_large,21,1145.600000
mergesort,wasm,very_large,22,1144.900000
mergesort,wasm,very_large,23,1145.500000
mergesort,wasm,very_large,24,1145.700000
mergesort,wasm,very_large,25,1146.900000
mergesort,wasm,very_large,26,1144.800000
mergesort,wasm,very_large,27,1146.200000
mergesort,wasm,very_large,28,1144.700000
mergesort,wasm,very_large,29,1145.200000
mergesort,wasm,very_large,30,1145.200000
quicksort,js,very_large,1,959.000000
quicksort,js,very_large,2,957.000000
quicksort,js,very_large,3,957.500000
quicksort,js,very_large,4,957.100000
quicksort,js,very_large,5,956.300000
quicksort,js,very_large,6,955.900000
quicksort,js,very_large,7,956.800000
quicksort,js,very_large,8,956.900000
quicksort,js,very_large,9,956.400000
quicksort,js,very_large,10,955.600000
quicksort,js,very_large,11,956.600000
quicksort,js,very_large,12,956.000000
quicksort,js,very_large,13,956.000000
quicksort,js,very_large,14,956.000000
quicksort,js,very_large,15,956.100000
quicksort,js,very_large,16,955.600000
quicksort,js,very_large,17,957.000000
quicksort,js,very_large,18,956.900000
quicksort,js,very_large,19,956.600000
quicksort,js,very_large,20,956.400000
quicksort,js,very_large,21,955.300000
quicksort,js,very_large,22,956.600000
quicksort,js,very_large,23,956.300000
quicksort,js,very_large,24,957.600000
quicksort,js,very_large,25,956.100000
quicksort,js,very_large,26,956.400000
quicksort,js,very_large,27,956.200000
quicksort,js,very_large,28,955.500000
quicksort,js,very_large,29,957.200000
quicksort,js,very_large,30,956.600000
quicksort,wasm,very_large,1,1129.400000
quicksort,wasm,very_large,2,1128.900000
quicksort,wasm,very_large,3,1128.600000
quicksort,wasm,very_large,4,1128.800000
quicksort,wasm,very_large,5,1128.000000
quicksort,wasm,very_large,6,1129.000000
quicksort,wasm,very_large,7,1128.900000
quicksort,wasm,very_large,8,1128.400000
quicksort,wasm,very_large,9,1129.100000
quicksort,wasm,very_large,10,1129.000000
quicksort,wasm,very_large,11,1129.000000
quicksort,wasm,very_large,12,1128.500000
quicksort,wasm,very_large,13,1128.300000
quicksort,wasm,very_large,14,1128.900000
quicksort,wasm,very_large,15,1128.000000
quicksort,wasm,very_large,16,1128.700000
quicksort,wasm,very_large,17,1129.800000
quicksort,wasm,very_large,18,1127.800000
quicksort,wasm,very_large,19,1131.600000
quicksort,wasm,very_large,20,1130.300000
quicksort,wasm,very_large,21,1128.000000
quicksort,wasm,very_large,22,1128.700000
quicksort,wasm,very_large,23,1128.400000
quicksort,wasm,very_large,24,1131.900000
quicksort,wasm,very_large,25,1130.500000
quicksort,wasm,very_large,26,1129.200000
quicksort,wasm,very_large,27,1128.300000
quicksort,wasm,very_large,28,1128.900000
quicksort,wasm,very_large,29,1129.800000
quicksort,wasm,very_large,30,1129.100000
bfs,js,small,1,0.100000
bfs,js,small,2,0.100000
bfs,js,small,3,0.000000
bfs,js,small,4,0.000000
bfs,js,small,5,0.100000
bfs,js,small,6,0.000000
bfs,js,small,7,0.000000
bfs,js,small,8,0.000000
bfs,js,small,9,0.000000
bfs,js,small,10,0.000000
bfs,js,small,11,0.000000
bfs,js,small,12,0.000000
bfs,js,small,13,0.100000
bfs,js,small,14,0.000000
bfs,js,small,15,0.000000
bfs,js,small,16,0.000000
bfs,js,small,17,0.100000
bfs,js,small,18,0.000000
bfs,js,small,19,0.000000
bfs,js,small,20,0.000000
bfs,js,small,21,0.000000
bfs,js,small,22,0.000000
bfs,js,small,23,0.000000
bfs,js,small,24,0.000000
bfs,js,small,25,0.000000
bfs,js,small,26,0.100000
bfs,js,small,27,0.000000
bfs,js,small,28,0.000000
bfs,js,small,29,0.000000
bfs,js,small,30,0.000000
bfs,wasm,small,1,0.000000
bfs,wasm,small,2,0.000000
bfs,wasm,small,3,0.000000
bfs,wasm,small,4,0.000000
bfs,wasm,small,5,0.000000
bfs,wasm,small,6,0.000000
bfs,wasm,small,7,0.000000
bfs,wasm,small,8,0.000000
bfs,wasm,small,9,0.000000
bfs,wasm,small,10,0.000000
bfs,wasm,small,11,0.100000
bfs,wasm,small,12,0.000000
bfs,wasm,small,13,0.000000
bfs,wasm,small,14,0.000000
bfs,wasm,small,15,0.000000
bfs,wasm,small,16,0.000000
bfs,wasm,small,17,0.000000
bfs,wasm,small,18,0.000000
bfs,wasm,small,19,0.000000
bfs,wasm,small,20,0.000000
bfs,wasm,small,21,0.000000
bfs,wasm,small,22,0.100000
bfs,wasm,small,23,0.000000
bfs,wasm,small,24,0.000000
bfs,wasm,small,25,0.000000
bfs,wasm,small,26,0.000000
bfs,wasm,small,27,0.000000
bfs,wasm,small,28,0.000000
bfs,wasm,small,29,0.000000
bfs,wasm,small,30,0.000000
bfs,js,medium,1,0.100000
bfs,js,medium,2,0.100000
bfs,js,medium,3,0.200000
bfs,js,medium,4,0.100000
bfs,js,medium,5,0.100000
bfs,js,medium,6,0.200000
bfs,js,medium,7,0.100000
bfs,js,medium,8,0.100000
bfs,js,medium,9,0.100000
bfs,js,medium,10,0.100000
bfs,js,medium,11,0.100000
bfs,js,medium,12,0.200000
bfs,js,medium,13,0.100000
bfs,js,medium,14,0.200000
bfs,js,medium,15,0.100000
bfs,js,medium,16,0.100000
bfs,js,medium,17,0.200000
bfs,js,medium,18,0.100000
bfs,js,medium,19,0.200000
bfs,js,medium,20,0.200000
bfs,js,medium,21,0.100000
bfs,js,medium,22,0.100000
bfs,js,medium,23,0.100000
bfs,js,medium,24,0.200000
bfs,js,medium,25,0.100000
bfs,js,medium,26,0.100000
bfs,js,medium,27,0.100000
bfs,js,medium,28,0.100000
bfs,js,medium,29,0.100000
bfs,js,medium,30,0.100000
bfs,wasm,medium,1,0.100000
bfs,wasm,medium,2,0.200000
bfs,wasm,medium,3,0.200000
bfs,wasm,medium,4,0.100000
bfs,wasm,medium,5,0.100000
bfs,wasm,medium,6,0.200000
bfs,wasm,medium,7,0.100000
bfs,wasm,medium,8,0.200000
bfs,wasm,medium,9,0.200000
bfs,wasm,medium,10,0.100000
bfs,wasm,medium,11,0.100000
bfs,wasm,medium,12,0.200000
bfs,wasm,medium,13,0.100000
bfs,wasm,medium,14,0.200000
bfs,wasm,medium,15,0.200000
bfs,wasm,medium,16,0.100000
bfs,wasm,medium,17,0.100000
bfs,wasm,medium,18,0.200000
bfs,wasm,medium,19,0.100000
bfs,wasm,medium,20,0.200000
bfs,wasm,medium,21,0.200000
bfs,wasm,medium,22,0.100000
bfs,wasm,medium,23,0.200000
bfs,wasm,medium,24,0.100000
bfs,wasm,medium,25,0.200000
bfs,wasm,medium,26,0.200000
bfs,wasm,medium,27,0.100000
bfs,wasm,medium,28,0.100000
bfs,wasm,medium,29,0.200000
bfs,wasm,medium,30,0.100000
bfs,js,large,1,1.900000
bfs,js,large,2,1.900000
bfs,js,large,3,1.900000
bfs,js,large,4,1.800000
bfs,js,large,5,1.700000
bfs,js,large,6,1.700000
bfs,js,large,7,1.700000
bfs,js,large,8,1.600000
bfs,js,large,9,1.800000
bfs,js,large,10,1.800000
bfs,js,large,11,1.800000
bfs,js,large,12,1.700000
bfs,js,large,13,1.700000
bfs,js,large,14,1.700000
bfs,js,large,15,1.600000
bfs,js,large,16,1.800000
bfs,js,large,17,1.800000
bfs,js,large,18,1.700000
bfs,js,large,19,1.600000
bfs,js,large,20,1.800000
bfs,js,large,21,1.800000
bfs,js,large,22,1.700000
bfs,js,large,23,1.700000
bfs,js,large,24,1.700000
bfs,js,large,25,1.700000
bfs,js,large,26,1.700000
bfs,js,large,27,1.700000
bfs,js,large,28,1.700000
bfs,js,large,29,1.700000
bfs,js,large,30,1.700000
bfs,wasm,large,1,2.200000
bfs,wasm,large,2,2.200000
bfs,wasm,large,3,2.000000
bfs,wasm,large,4,2.000000
bfs,wasm,large,5,1.900000
bfs,wasm,large,6,2.000000
bfs,wasm,large,7,1.900000
bfs,wasm,large,8,1.900000
bfs,wasm,large,9,2.000000
bfs,wasm,large,10,2.100000
bfs,wasm,large,11,1.900000
bfs,wasm,large,12,2.000000
bfs,wasm,large,13,1.900000
bfs,wasm,large,14,2.000000
bfs,wasm,large,15,1.900000
bfs,wasm,large,16,2.000000
bfs,wasm,large,17,1.900000
bfs,wasm,large,18,2.000000
bfs,wasm,large,19,1.900000
bfs,wasm,large,20,2.000000
bfs,wasm,large,21,2.000000
bfs,wasm,large,22,1.900000
bfs,wasm,large,23,2.000000
bfs,wasm,large,24,1.900000
bfs,wasm,large,25,2.000000
bfs,wasm,large,26,2.000000
bfs,wasm,large,27,1.900000
bfs,wasm,large,28,2.000000
bfs,wasm,large,29,1.800000
bfs,wasm,large,30,1.900000
bfs,js,very_large,1,31.600000
bfs,js,very_large,2,31.300000
bfs,js,very_large,3,33.900000
bfs,js,very_large,4,34.000000
bfs,js,very_large,5,32.200000
bfs,js,very_large,6,32.500000
bfs,js,very_large,7,32.600000
bfs,js,very_large,8,32.200000
bfs,js,very_large,9,31.600000
bfs,js,very_large,10,31.400000
bfs,js,very_large,11,30.800000
bfs,js,very_large,12,31.900000
bfs,js,very_large,13,31.600000
bfs,js,very_large,14,31.100000
bfs,js,very_large,15,31.000000
bfs,js,very_large,16,31.400000
bfs,js,very_large,17,31.600000
bfs,js,very_large,18,32.200000
bfs,js,very_large,19,31.700000
bfs,js,very_large,20,31.500000
bfs,js,very_large,21,31.800000
bfs,js,very_large,22,31.400000
bfs,js,very_large,23,31.400000
bfs,js,very_large,24,31.600000
bfs,js,very_large,25,31.600000
bfs,js,very_large,26,31.400000
bfs,js,very_large,27,31.000000
bfs,js,very_large,28,31.300000
bfs,js,very_large,29,31.500000
bfs,js,very_large,30,31.200000
bfs,wasm,very_large,1,39.700000
bfs,wasm,very_large,2,39.900000
bfs,wasm,very_large,3,39.800000
bfs,wasm,very_large,4,39.600000
bfs,wasm,very_large,5,40.400000
bfs,wasm,very_large,6,39.500000
bfs,wasm,very_large,7,40.000000
bfs,wasm,very_large,8,42.300000
bfs,wasm,very_large,9,40.300000
bfs,wasm,very_large,10,40.200000
bfs,wasm,very_large,11,40.500000
bfs,wasm,very_large,12,40.000000
bfs,wasm,very_large,13,39.700000
bfs,wasm,very_large,14,40.100000
bfs,wasm,very_large,15,39.500000
bfs,wasm,very_large,16,39.600000
bfs,wasm,very_large,17,39.600000
bfs,wasm,very_large,18,39.300000
bfs,wasm,very_large,19,39.100000
bfs,wasm,very_large,20,40.200000
bfs,wasm,very_large,21,39.600000
bfs,wasm,very_large,22,41.000000
bfs,wasm,very_large,23,39.800000
bfs,wasm,very_large,24,39.300000
bfs,wasm,very_large,25,39.500000
bfs,wasm,very_large,26,46.200000
bfs,wasm,very_large,27,40.300000
bfs,wasm,very_large,28,39.400000
bfs,wasm,very_large,29,39.400000
bfs,wasm,very_large,30,39.400000
dijkstra,js,small,1,0.400000
dijkstra,js,small,2,0.300000
dijkstra,js,small,3,0.300000
dijkstra,js,small,4,0.200000
dijkstra,js,small,5,0.200000
dijkstra,js,small,6,0.100000
dijkstra,js,small,7,0.200000
dijkstra,js,small,8,0.100000
dijkstra,js,small,9,0.300000
dijkstra,js,small,10,0.100000
dijkstra,js,small,11,0.100000
dijkstra,js,small,12,0.100000
dijkstra,js,small,13,0.300000
dijkstra,js,small,14,0.100000
dijkstra,js,small,15,0.100000
dijkstra,js,small,16,0.200000
dijkstra,js,small,17,0.100000
dijkstra,js,small,18,0.200000
dijkstra,js,small,19,0.200000
dijkstra,js,small,20,0.100000
dijkstra,js,small,21,0.100000
dijkstra,js,small,22,0.200000
dijkstra,js,small,23,0.000000
dijkstra,js,small,24,0.200000
dijkstra,js,small,25,0.100000
dijkstra,js,small,26,0.200000
dijkstra,js,small,27,0.200000
dijkstra,js,small,28,0.000000
dijkstra,js,small,29,0.200000
dijkstra,js,small,30,0.200000
dijkstra,wasm,small,1,0.200000
dijkstra,wasm,small,2,0.100000
dijkstra,wasm,small,3,0.200000
dijkstra,wasm,small,4,0.100000
dijkstra,wasm,small,5,0.100000
dijkstra,wasm,small,6,0.200000
dijkstra,wasm,small,7,0.100000
dijkstra,wasm,small,8,0.200000
dijkstra,wasm,small,9,0.100000
dijkstra,wasm,small,10,0.200000
dijkstra,wasm,small,11,0.100000
dijkstra,wasm,small,12,0.100000
dijkstra,wasm,small,13,0.100000
dijkstra,wasm,small,14,0.200000
dijkstra,wasm,small,15,0.100000
dijkstra,wasm,small,16,0.100000
dijkstra,wasm,small,17,0.200000
dijkstra,wasm,small,18,0.100000
dijkstra,wasm,small,19,0.100000
dijkstra,wasm,small,20,0.100000
dijkstra,wasm,small,21,0.200000
dijkstra,wasm,small,22,0.100000
dijkstra,wasm,small,23,0.200000
dijkstra,wasm,small,24,0.200000
dijkstra,wasm,small,25,0.200000
dijkstra,wasm,small,26,0.100000
dijkstra,wasm,small,27,0.200000
dijkstra,wasm,small,28,0.100000
dijkstra,wasm,small,29,0.100000
dijkstra,wasm,small,30,0.200000
dijkstra,js,medium,1,1.700000
dijkstra,js,medium,2,1.600000
dijkstra,js,medium,3,1.500000
dijkstra,js,medium,4,1.600000
dijkstra,js,medium,5,1.700000
dijkstra,js,medium,6,1.500000
dijkstra,js,medium,7,1.700000
dijkstra,js,medium,8,1.600000
dijkstra,js,medium,9,1.700000
dijkstra,js,medium,10,1.600000
dijkstra,js,medium,11,1.600000
dijkstra,js,medium,12,1.600000
dijkstra,js,medium,13,1.600000
