experiment,size,run,call_count,time_in_ms
no-op,-,6,10000000,36.000000
no-op,-,7,10000000,35.000000
no-op,-,8,10000000,35.000000
no-op,-,9,10000000,35.000000
no-op,-,10,10000000,35.000000
no-op,-,11,10000000,36.000000
no-op,-,12,10000000,35.000000
no-op,-,13,10000000,35.000000
no-op,-,14,10000000,35.000000
no-op,-,15,10000000,35.000000
no-op,-,16,10000000,35.000000
no-op,-,17,10000000,36.000000
no-op,-,18,10000000,35.000000
no-op,-,19,10000000,34.000000
no-op,-,20,10000000,35.000000
no-op,-,21,10000000,35.000000
no-op,-,22,10000000,36.000000
no-op,-,23,10000000,36.000000
no-op,-,24,10000000,34.000000
no-op,-,25,10000000,35.000000
no-op,-,26,10000000,36.000000
no-op,-,27,10000000,34.000000
no-op,-,28,10000000,36.000000
no-op,-,29,10000000,35.000000
no-op,-,30,10000000,35.000000
full_matrix,small,1,1,0.000000
full_matrix,small,2,1,0.000000
full_matrix,small,3,1,1.000000
full_matrix,small,4,1,0.000000
full_matrix,small,5,1,0.000000
full_matrix,small,6,1,0.000000
full_matrix,small,7,1,0.000000
full_matrix,small,8,1,0.000000
full_matrix,small,9,1,0.000000
full_matrix,small,10,1,0.000000
full_matrix,small,11,1,1.000000
full_matrix,small,12,1,0.000000
full_matrix,small,13,1,0.000000
full_matrix,small,14,1,0.000000
full_matrix,small,15,1,0.000000
full_matrix,small,16,1,0.000000
full_matrix,small,17,1,1.000000
full_matrix,small,18,1,0.000000
full_matrix,small,19,1,0.000000
full_matrix,small,20,1,0.000000
full_matrix,small,21,1,0.000000
full_matrix,small,22,1,0.000000
full_matrix,small,23,1,0.000000
full_matrix,small,24,1,0.000000
full_matrix,small,25,1,1.000000
full_matrix,small,26,1,0.000000
full_matrix,small,27,1,0.000000
full_matrix,small,28,1,0.000000
full_matrix,small,29,1,0.000000
full_matrix,small,30,1,0.000000
row_matrix,small,1,64,1.000000
row_matrix,small,2,64,0.000000
row_matrix,small,3,64,0.000000
row_matrix,small,4,64,0.000000
row_matrix,small,5,64,0.000000
row_matrix,small,6,64,0.000000
row_matrix,small,7,64,1.000000
row_matrix,small,8,64,0.000000
row_matrix,small,9,64,0.000000
row_matrix,small,10,64,0.000000
row_matrix,small,11,64,0.000000
row_matrix,small,12,64,0.000000
row_matrix,small,13,64,0.000000
row_matrix,small,14,64,0.000000
row_matrix,small,15,64,1.000000
row_matrix,small,16,64,0.000000
row_matrix,small,17,64,0.000000
row_matrix,small,18,64,0.000000
row_matrix,small,19,64,0.000000
row_matrix,small,20,64,0.000000
row_matrix,small,21,64,1.000000
row_matrix,small,22,64,0.000000
row_matrix,small,23,64,0.000000
row_matrix,small,24,64,0.000000
row_matrix,small,25,64,0.000000
row_matrix,small,26,64,0.000000
row_matrix,small,27,64,0.000000
row_matrix,small,28,64,0.000000
row_matrix,small,29,64,0.000000
row_matrix,small,30,64,0.000000
cell_matrix,small,1,4096,0.000000
cell_matrix,small,2,4096,0.000000
cell_matrix,small,3,4096,0.000000
cell_matrix,small,4,4096,0.000000
cell_matrix,small,5,4096,0.000000
cell_matrix,small,6,4096,1.000000
cell_matrix,small,7,4096,0.000000
cell_matrix,small,8,4096,0.000000
cell_matrix,small,9,4096,0.000000
cell_matrix,small,10,4096,0.000000
cell_matrix,small,11,4096,1.000000
cell_matrix,small,12,4096,0.000000
cell_matrix,small,13,4096,0.000000
cell_matrix,small,14,4096,0.000000
cell_matrix,small,15,4096,0.000000
cell_matrix,small,16,4096,0.000000
cell_matrix,small,17,4096,0.000000
cell_matrix,small,18,4096,1.000000
cell_matrix,small,19,4096,0.000000
cell_matrix,small,20,4096,0.000000
cell_matrix,small,21,4096,0.000000
cell_matrix,small,22,4096,0.000000
cell_matrix,small,23,4096,1.000000
cell_matrix,small,24,4096,0.000000
cell_matrix,small,25,4096,0.000000
cell_matrix,small,26,4096,0.000000
cell_matrix,small,27,4096,0.000000
cell_matrix,small,28,4096,0.000000
cell_matrix,small,29,4096,1.000000
cell_matrix,small,30,4096,0.000000
full_matrix,medium,1,1,14.000000
full_matrix,medium,2,1,13.000000
full_matrix,medium,3,1,15.000000
full_matrix,medium,4,1,13.000000
full_matrix,medium,5,1,14.000000
full_matrix,medium,6,1,13.000000
full_matrix,medium,7,1,14.000000
full_matrix,medium,8,1,15.000000
full_matrix,medium,9,1,14.000000
full_matrix,medium,10,1,13.000000
full_matrix,medium,11,1,15.000000
full_matrix,medium,12,1,14.000000
full_matrix,medium,13,1,13.000000
full_matrix,medium,14,1,15.000000
full_matrix,medium,15,1,14.000000
full_matrix,medium,16,1,13.000000
full_matrix,medium,17,1,14.000000
full_matrix,medium,18,1,14.000000
full_matrix,medium,19,1,14.000000
full_matrix,medium,20,1,14.000000
full_matrix,medium,21,1,13.000000
full_matrix,medium,22,1,15.000000
full_matrix,medium,23,1,14.000000
full_matrix,medium,24,1,14.000000
full_matrix,medium,25,1,13.000000
full_matrix,medium,26,1,15.000000
full_matrix,medium,27,1,14.000000
full_matrix,medium,28,1,13.000000
full_matrix,medium,29,1,14.000000
full_matrix,medium,30,1,13.000000
row_matrix,medium,1,256,14.000000
row_matrix,medium,2,256,15.000000
row_matrix,medium,3,256,15.000000
row_matrix,medium,4,256,16.000000
row_matrix,medium,5,256,14.000000
row_matrix,medium,6,256,16.000000
row_matrix,medium,7,256,15.000000
row_matrix,medium,8,256,15.000000
row_matrix,medium,9,256,15.000000
row_matrix,medium,10,256,15.000000
row_matrix,medium,11,256,16.000000
row_matrix,medium,12,256,14.000000
row_matrix,medium,13,256,15.000000
row_matrix,medium,14,256,15.000000
row_matrix,medium,15,256,15.000000
row_matrix,medium,16,256,15.000000
row_matrix,medium,17,256,16.000000
row_matrix,medium,18,256,14.000000
row_matrix,medium,19,256,15.000000
row_matrix,medium,20,256,16.000000
row_matrix,medium,21,256,14.000000
row_matrix,medium,22,256,15.000000
row_matrix,medium,23,256,15.000000
row_matrix,medium,24,256,15.000000
row_matrix,medium,25,256,15.000000
row_matrix,medium,26,256,15.000000
row_matrix,medium,27,256,15.000000
row_matrix,medium,28,256,14.000000
row_matrix,medium,29,256,15.000000
row_matrix,medium,30,256,16.000000
cell_matrix,medium,1,65536,15.000000
cell_matrix,medium,2,65536,16.000000
cell_matrix,medium,3,65536,16.000000
cell_matrix,medium,4,65536,15.000000
cell_matrix,medium,5,65536,15.000000
cell_matrix,medium,6,65536,15.000000
cell_matrix,medium,7,65536,16.000000
cell_matrix,medium,8,65536,16.000000
cell_matrix,medium,9,65536,15.000000
cell_matrix,medium,10,65536,15.000000
cell_matrix,medium,11,65536,17.000000
cell_matrix,medium,12,65536,15.000000
cell_matrix,medium,13,65536,15.000000
cell_matrix,medium,14,65536,15.000000
cell_matrix,medium,15,65536,16.000000
cell_matrix,medium,16,65536,15.000000
cell_matrix,medium,17,65536,16.000000
cell_matrix,medium,18,65536,16.000000
cell_matrix,medium,19,65536,15.000000
cell_matrix,medium,20,65536,15.000000
cell_matrix,medium,21,65536,15.000000
cell_matrix,medium,22,65536,16.000000
cell_matrix,medium,23,65536,16.000000
cell_matrix,medium,24,65536,15.000000
cell_matrix,medium,25,65536,15.000000
cell_matrix,medium,26,65536,16.000000
cell_matrix,medium,27,65536,15.000000
cell_matrix,medium,28,65536,15.000000
cell_matrix,medium,29,65536,16.000000
cell_matrix,medium,30,65536,15.000000
full_matrix,large,1,1,129.000000
full_matrix,large,2,1,127.000000
full_matrix,large,3,1,129.000000
full_matrix,large,4,1,129.000000
full_matrix,large,5,1,128.000000
full_matrix,large,6,1,130.000000
full_matrix,large,7,1,129.000000
full_matrix,large,8,1,130.000000
full_matrix,large,9,1,126.000000
full_matrix,large,10,1,131.000000
full_matrix,large,11,1,130.000000
full_matrix,large,12,1,130.000000
full_matrix,large,13,1,129.000000
full_matrix,large,14,1,130.000000
full_matrix,large,15,1,130.000000
full_matrix,large,16,1,129.000000
full_matrix,large,17,1,129.000000
full_matrix,large,18,1,128.000000
full_matrix,large,19,1,128.000000
full_matrix,large,20,1,130.000000
full_matrix,large,21,1,129.000000
full_matrix,large,22,1,129.000000
full_matrix,large,23,1,129.000000
full_matrix,large,24,1,130.000000
full_matrix,large,25,1,127.000000
full_matrix,large,26,1,130.000000
full_matrix,large,27,1,128.000000
full_matrix,large,28,1,130.000000
full_matrix,large,29,1,128.000000
full_matrix,large,30,1,129.000000
row_matrix,large,1,512,148.000000
row_matrix,large,2,512,148.000000
row_matrix,large,3,512,149.000000
row_matrix,large,4,512,150.000000
row_matrix,large,5,512,149.000000
row_matrix,large,6,512,149.000000
row_matrix,large,7,512,150.000000
row_matrix,large,8,512,149.000000
row_matrix,large,9,512,149.000000
row_matrix,large,10,512,150.000000
row_matrix,large,11,512,148.000000
row_matrix,large,12,512,146.000000
row_matrix,large,13,512,149.000000
row_matrix,large,14,512,151.000000
row_matrix,large,15,512,148.000000
row_matrix,large,16,512,148.000000
row_matrix,large,17,512,150.000000
row_matrix,large,18,512,148.000000
row_matrix,large,19,512,149.000000
row_matrix,large,20,512,150.000000
row_matrix,large,21,512,146.000000
row_matrix,large,22,512,148.000000
row_matrix,large,23,512,149.000000
row_matrix,large,24,512,150.000000
row_matrix,large,25,512,149.000000
row_matrix,large,26,512,149.000000
row_matrix,large,27,512,150.000000
row_matrix,large,28,512,149.000000
row_matrix,large,29,512,148.000000
row_matrix,large,30,512,150.000000
full_matrix,very_large,1,1,1407.000000
full_matrix,very_large,2,1,1411.000000
full_matrix,very_large,3,1,1409.000000
full_matrix,very_large,4,1,1410.000000
full_matrix,very_large,5,1,1412.000000
full_matrix,very_large,6,1,1408.000000
full_matrix,very_large,7,1,1413.000000
full_matrix,very_large,8,1,1413.000000
full_matrix,very_large,9,1,1407.000000
full_matrix,very_large,10,1,1404.000000
full_matrix,very_large,11,1,1414.000000
full_matrix,very_large,12,1,1406.000000
full_matrix,very_large,13,1,1407.000000
full_matrix,very_large,14,1,1412.000000
full_matrix,very_large,15,1,1406.000000
full_matrix,very_large,16,1,1408.000000
full_matrix,very_large,17,1,1405.000000
full_matrix,very_large,18,1,1413.000000
full_matrix,very_large,19,1,1412.000000
full_matrix,very_large,20,1,1411.000000
full_matrix,very_large,21,1,1408.000000
full_matrix,very_large,22,1,1417.000000
full_matrix,very_large,23,1,1403.000000
full_matrix,very_large,24,1,1409.000000
full_matrix,very_large,25,1,1407.000000
full_matrix,very_large,26,1,1409.000000
full_matrix,very_large,27,1,1405.000000
full_matrix,very_large,28,1,1408.000000
full_matrix,very_large,29,1,1406.000000
full_matrix,very_large,30,1,1405.000000
row_matrix,very_large,1,1024,1734.000000
row_matrix,very_large,2,1024,1730.000000
row_matrix,very_large,3,1024,1736.000000
row_matrix,very_large,4,1024,1734.000000
row_matrix,very_large,5,1024,1732.000000
row_matrix,very_large,6,1024,1735.000000
row_matrix,very_large,7,1024,1733.000000
row_matrix,very_large,8,1024,1733.000000
row_matrix,very_large,9,1024,1741.000000
row_matrix,very_large,10,1024,1729.000000
row_matrix,very_large,11,1024,1738.000000
row_matrix,very_large,12,1024,1731.000000
row_matrix,very_large,13,1024,1735.000000
row_matrix,very_large,14,1024,1735.000000
row_matrix,very_large,15,1024,1733.000000
row_matrix,very_large,16,1024,1735.000000
row_matrix,very_large,17,1024,1732.000000
row_matrix,very_large,18,1024,1731.000000
row_matrix,very_large,19,1024,1731.000000
row_matrix,very_large,20,1024,1736.000000
row_matrix,very_large,21,1024,1735.000000
row_matrix,very_large,22,1024,1735.000000
row_matrix,very_large,23,1024,1739.000000
row_matrix,very_large,24,1024,1731.000000
row_matrix,very_large,25,1024,1731.000000
row_matrix,very_large,26,1024,1733.000000
row_matrix,very_large,27,1024,1726.000000
row_matrix,very_large,28,1024,1735.000000
row_matrix,very_large,29,1024,1729.000000
row_matrix,very_large,30,1024,1735.000000
